title,subtitle,authors,categories,published_year,average_rating,num_pages,ratings_count
Seven Plays,,Sam Shepard;Joseph Chaikin,Drama,1984.0,4.18,336.0,4900.0
The Sixties,"Years of Hope, Days of Rage",Todd Gitlin,History,1993.0,3.72,544.0,456.0
Feersum Endjinn,,Iain Banks,Fiction,1995.0,3.82,311.0,311.0
The Dog Who Loved Too Much,"Tales, Treatments and the Psychology of Dogs",Nicholas H. Dodman,Pets,1997.0,4.09,258.0,669.0
Girls in Pants,The Third Summer of the Sisterhood,Ann Brashares,Juvenile Fiction,2005.0,3.82,338.0,59536.0
The Fairy Tales of Hermann Hesse,,Hermann Hesse,Fiction,1995.0,3.99,266.0,3182.0
Fierce Invalids Home from Hot Climates,,Tom Robbins,Fiction,2000.0,4.03,445.0,24266.0
A Brief History of Time,,Stephen Hawking,Science,1998.0,4.16,212.0,214520.0
Snow Crash,,Neal Stephenson,Fiction,2000.0,4.03,438.0,187493.0
The Diamond Age,,Neal Stephenson,Fiction,2000.0,4.19,499.0,68751.0
Stories,,Anton Pavlovich Chekhov,Fiction,2000.0,4.35,467.0,26267.0
The bonfire of the vanities,,Tom Wolfe,Fiction,1987.0,3.84,690.0,57301.0
Tides of War,A Novel of Alcibiades and the Peloponnesian War,Steven Pressfield,Fiction,2001.0,3.89,448.0,3285.0
Men Who Hate Women and the Women Who Love Them,When Loving Hurts and You Don't Know Why,Susan Forward;Joan Torres,Family & Relationships,2002.0,4.09,304.0,1499.0
Beach Music,,Pat Conroy,Fiction,2002.0,4.15,592.0,37413.0
The Prince of Tides,,Pat Conroy,Fiction,2002.0,4.24,679.0,173886.0
A Clash of Kings,,George R. R. Martin,Fiction,2002.0,4.41,969.0,599010.0
Last of the Amazons,,Steven Pressfield,Fiction,2003.0,3.75,400.0,2083.0
The Shelters of Stone,,Jean M. Auel,Fiction,2004.0,3.82,891.0,33918.0
A Wizard of Earthsea,,Ursula K. Le Guin,Fiction,2004.0,4.0,183.0,182174.0
Interface,,Neal Stephenson;Frederick George,Fiction,2005.0,3.67,640.0,4572.0
The Cobweb,,Neal Stephenson;J. Frederick George,Fiction,2005.0,3.61,448.0,2391.0
Gates Of Fire,An Epic Novel of the Battle of Thermopylae,Steven Pressfield,Fiction,2005.0,4.41,392.0,20649.0
Odd Thomas,,Dean Ray Koontz,FICTION,2006.0,3.96,446.0,221395.0
True Blue,The Oxford Boat Race Mutiny,Daniel Topolski;Patrick Robinson,London (England),1989.0,4.23,320.0,63.0
The Celestine Prophecy,An Adventure,James Redfield,Manuscripts,1994.0,3.63,282.0,563.0
Death of a Snob,,M. C. Beaton,Fiction,1996.0,3.78,192.0,17.0
Encyclopedia Brown and the Case of the Sleeping Dog,,Donald J. Sobol,Juvenile Fiction,1999.0,4.04,80.0,497.0
Encyclopedia Brown and the Case of the Slippery Salamander,,Donald J. Sobol,Juvenile Fiction,2000.0,4.09,96.0,389.0
Control Freak,,Francine Pascal,Juvenile Fiction,2001.0,3.36,192.0,124.0
Sweet 18,,Francine Pascal,Juvenile Fiction,2003.0,3.51,179.0,117.0
The Time Travelers,,Caroline B. Cooney,Juvenile Fiction,2006.0,3.94,420.0,293.0
Last Wish,,Francine Pascal;Kate William,Sweet Valley (Imaginary place),1999.0,3.92,231.0,2.0
Shadows,,John Saul,Fiction,1993.0,3.92,393.0,10458.0
The Road to Yesterday,,Lucy Maud Montgomery,Juvenile Fiction,1993.0,3.81,403.0,2958.0
Nightmare Asylum,,Steve Perry,Fiction,1993.0,3.67,277.0,1065.0
A Dark and Hungry God Arises,The Gap Into Power,Stephen R. Donaldson,Fiction,1993.0,4.08,518.0,5356.0
"Sam Walton, Made in America",My Story,Sam Walton;John Huey,Biography & Autobiography,1993.0,4.14,346.0,13083.0
It Doesn't Take a Hero,The Autobiography of General Norman Schwarzkopf,H. Norman Schwarzkopf;Peter Petre,Biography & Autobiography,1993.0,4.04,640.0,2483.0
The Hollow Man,,Dan Simmons,Fiction,1993.0,3.44,342.0,2462.0
The Hand of Chaos,,Margaret Weis,Fiction,1993.0,4.06,446.0,15964.0
Magician,Master,Raymond E. Feist,Fiction,1993.0,4.26,499.0,57779.0
A Kiss Before Dying,,Kate William;Francine Pascal,Juvenile Fiction,1996.0,3.68,197.0,261.0
Adam's Fall,,Sandra Brown,Fiction,1994.0,3.74,208.0,3002.0
I. Asimov,A Memoir,Isaac Asimov,Biography & Autobiography,1995.0,4.19,578.0,1680.0
Happily Ever After,,Kate William;Francine Pascal,Juvenile Fiction,1997.0,3.6,199.0,242.0
Heaven's Price,,Sandra Brown,Fiction,1995.0,3.54,240.0,1762.0
Vice,,Jane Feather,Fiction,1996.0,3.51,419.0,462.0
The Rise of Endymion,,Dan Simmons,Fiction,1998.0,4.17,709.0,34995.0
Brightness Reef,,David Brin,Fiction,1996.0,3.9,661.0,8792.0
The Martians,,Kim Stanley Robinson,Fiction,2000.0,3.56,434.0,1434.0
Shadows of the Empire,,Steve Perry,Fiction,1997.0,3.82,385.0,14093.0
Ship of Destiny,,Robin Hobb,Fiction,2001.0,4.22,789.0,44120.0
Floaters,,Joseph Wambaugh,Fiction,1997.0,3.5,291.0,548.0
Tidings of Great Joy,,Sandra Brown,Fiction,1999.0,3.63,231.0,1656.0
Send No Flowers,,Sandra Brown,Fiction,2000.0,3.56,225.0,2551.0
The Rana Look,,Sandra Brown,Fiction,2003.0,3.5,256.0,2364.0
Sunny Chandler's Return,,Sandra Brown,Fiction,2004.0,3.59,256.0,2855.0
The Memoirs of Elizabeth Frankenstein,,Theodore Roszak,Fiction,1996.0,3.55,440.0,223.0
Legacy of the Darksword,,Margaret Weis;Tracy Hickman,Fiction,1998.0,3.46,400.0,133.0
The Third Victim,,Lisa Gardner,Fiction,2001.0,4.16,384.0,23807.0
Iron Fist,,Aaron Allston,Fiction,1998.0,4.03,320.0,7448.0
Fear Nothing,,Dean Ray Koontz,Fiction,1998.0,3.99,448.0,30848.0
Reave the Just and Other Tales,,Stephen R. Donaldson,Fiction,2000.0,3.9,486.0,1104.0
Dune,House Corrino,Brian Herbert;Kevin J. Anderson,Fiction,2002.0,3.67,667.0,11952.0
Passage,,Connie Willis,Fiction,2002.0,3.69,780.0,7177.0
The Truelove Bride,,Shana Abé,Fiction,1999.0,3.66,357.0,374.0
The Summer House,,Jean Stone,Fiction,2000.0,3.87,352.0,127.0
War of the Rats,,David L. Robbins,Fiction,2000.0,4.11,512.0,1731.0
A Kiss to Remember,,Teresa Medeiros,Fiction,2002.0,3.88,353.0,3522.0
Intimate Enemies,,Shana Abe,Fiction,2000.0,3.82,390.0,395.0
The Secret Swan,,Shana Abé,Fiction,2001.0,3.66,393.0,681.0
A Feast for Crows,,George R. R. Martin,Fiction,2006.0,4.13,1061.0,491147.0
Icebound,,Dean Koontz,Fiction,2000.0,3.76,408.0,16801.0
Intensity,,Dean Ray Koontz,Fiction,2000.0,4.04,436.0,62698.0
Death of a Blue Movie Star,,Jeffery Deaver,Fiction,2000.0,3.52,336.0,1159.0
Legacy of the Dead,,Charles Todd,Fiction,2001.0,4.15,356.0,3906.0
Watchers of Time,An Inspector Ian Rutledge Mystery,Charles Todd,Fiction,2002.0,3.98,421.0,3045.0
A Fearsome Doubt,,Charles Todd,Fiction,2003.0,4.04,384.0,2656.0
Hard News,,Jeffery Deaver,Fiction,2001.0,3.46,304.0,945.0
The Face,,Dean Ray Koontz,Fiction,2003.0,3.7,649.0,18321.0
The Taking,,Dean Ray Koontz,Fiction,2005.0,3.78,410.0,31794.0
Alone,,Lisa Gardner,Fiction,2005.0,3.97,451.0,41823.0
The Last Mermaid,,Shana Abé,FICTION,2004.0,3.73,581.0,1297.0
Echo of Eternity,,Maggie Furey,Fiction,2003.0,3.88,582.0,434.0
Forty Signs of Rain,,Kim Stanley Robinson,Fiction,2005.0,3.54,393.0,2956.0
The Secret on Ararat,,Tim F. LaHaye;Bob Phillips,Fiction,2006.0,4.23,416.0,3061.0
A Cold Treachery,,Charles Todd,Fiction,2005.0,4.14,416.0,2830.0
Industrial Magic,,Kelley Armstrong,Fiction,2004.0,4.13,528.0,757.0
Haunted,,Kelley Armstrong,Fiction,2005.0,4.09,495.0,21181.0
Seventy-Seven Clocks,,Christopher Fowler,Fiction,2005.0,3.89,496.0,2018.0
Beach Girls,,Luanne Rice,Fiction,2004.0,4.06,448.0,8026.0
Frankenstein: City of Night: A Novel,,Anonymous,Horror tales,0.0,3.97,455.0,1041.0
The Smoke Thief,,Shana Abe,Fiction,2006.0,3.74,352.0,6635.0
Prince of the Blood,,Raymond E. Feist,Fiction,2005.0,3.97,429.0,18852.0
Exit Strategy,,Kelley Armstrong,Fiction,2007.0,3.88,480.0,6043.0
Velocity,,Dean Ray Koontz,Fiction,2005.0,3.86,460.0,51746.0
Forever Odd,,Dean Ray Koontz,Fiction,2006.0,3.97,364.0,59417.0
Public Secrets,,Nora Roberts,Fiction,2006.0,4.02,481.0,10769.0
Lines and Shadows,,Joseph Wambaugh,True Crime,1995.0,3.79,416.0,662.0
The Universe in a Nutshell,,Stephen W. Hawking;STEPHEN W AUTOR HAWKING,Science,2001.0,4.15,216.0,27792.0
Social Intelligence,The New Science of Human Relationships,Daniel Goleman,Psychology,2006.0,3.98,403.0,9957.0
"I, Robot",,Isaac Asimov,Fiction,2004.0,4.19,224.0,225145.0
Sailing from Byzantium,How a Lost Empire Shaped the World,Colin Wells,History,2006.0,3.87,368.0,602.0
The Husband,,Dean Ray Koontz,Fiction,2006.0,3.81,400.0,38265.0
The Dream Thief,,Shana Abé,Fiction,2006.0,3.83,288.0,179.0
The Devil in the White City,,Erik Larson,Architecture,2004.0,3.99,496.0,1216.0
Nights in Rodanthe,,Nicholas Sparks,Divorced people,2003.0,3.83,222.0,137905.0
The Sinner,,Tess Gerritsen,Boston (Mass.),2004.0,4.14,419.0,31763.0
The Mapmaker's Wife,"A True Tale of Love, Murder and Survival in the Amazon",Robert Whitaker,Amazon River Region,2005.0,3.59,448.0,44.0
Princess,,Jean Sasson,English fiction,2004.0,4.02,280.0,884.0
The Surgeon,,Tess Gerritsen,Boston (Mass.),2005.0,4.1,416.0,103747.0
The Apprentice,,Tess Gerritsen,Boston (Mass.),2005.0,4.14,411.0,547.0
Light,,M. John Harrison,Fiction,2004.0,0.0,0.0,0.0
The Last of the Mohicans,,James Fenimore Cooper,Fiction,2005.0,0.0,0.0,0.0
THE GOON SHOW,UNABRIDGED,VÁRIOS AUTORES,,2005.0,4.5,2.0,0.0
Doctor Who,The Inside Story,Gary Russell,Performing Arts,2006.0,4.21,256.0,273.0
Terry Jones' Medieval Lives,,Terry Jones;Alan Ereira,History,2005.0,4.02,240.0,1867.0
Colossians and Philemon,,Robert McL Wilson,Religion,2005.0,5.0,512.0,1.0
Lord of the Flies,,William Golding,Airplane crash survival,1954.0,3.67,223.0,4498.0
Death of a Naturalist,Volume one,Seamus Heaney,Poetry,1969.0,4.29,57.0,63.0
The Real Thing,A Play,Tom Stoppard,Drama,1984.0,3.94,112.0,3469.0
"New Selected Poems of Seamus Heaney, 1966-1987",,Seamus Heaney,,2002.0,4.19,246.0,336.0
Immortality,,Milan Kundera,Czech fiction,1992.0,4.13,400.0,20908.0
The Complete Herbal Handbook for the Dog and Cat,,Juliette de Baïracli Levy,Pets,1991.0,4.29,368.0,100.0
The White Castle,,Orhan Pamuk,Civil law,1990.0,3.45,161.0,6669.0
Even Cowgirls Get the Blues ; My Own Private Idaho,,Gus Van Sant,Hitchhiking,1993.0,3.79,199.0,94.0
Lawrence Durrell,A Biography,Ian S. MacNiven,Biography & Autobiography,1998.0,4.04,801.0,24.0
The Last Temptation,,Nikos Kazantzakis,Fiction,2000.0,4.16,589.0,109.0
Tales from Ovid,Twenty-four Passages from the Metamorphoses,Ovid;Ted Hughes,Latin poetry,1997.0,4.23,264.0,174.0
View with a Grain of Sand,Selected Poems,Wisława Szymborska,Polish poetry,1996.0,4.33,214.0,30.0
The New Life,,Orhan Pamuk,Bus travel,1998.0,3.55,296.0,4422.0
Tom Stoppard: Plays 5,"Aracadia, The Real Thing, Night & Day, Indian Ink, Hapgood",Tom Stoppard,Drama,1999.0,4.3,608.0,548.0
Garden State,,Rick Moody,Teenagers,2002.0,3.07,212.0,702.0
Beowulf,Translated by Seamus Heaney,Seamus Heaney,Beowulf,1999.0,3.43,106.0,172.0
Letters Home,"Correspondence, 1950-1963",Sylvia Plath,"Authors, American",1999.0,4.2,502.0,2326.0
The Poisonwood Bible,,Barbara Kingsolver,Americans,2000.0,4.05,616.0,1325.0
"Girl, Interrupted",Screenplay,James Mangold;Lisa Loomer;Anna Hamilton Phelan,Performing Arts,2000.0,3.97,167.0,236.0
Gilliam on Gilliam,,Terry Gilliam;Ian Christie,Performing Arts,1999.0,4.1,294.0,255.0
The Music of Chance,,Paul Auster,Gambling,2000.0,3.9,217.0,6704.0
My Century,,Günter Grass,"History, Modern",2000.0,3.45,248.0,775.0
Taxi Driver,,Paul Schrader,Performing Arts,2000.0,4.11,116.0,986.0
"The Journals of Sylvia Plath, 1950-1962",Transcribed from the Original Manuscripts at Smith College,Sylvia Plath,"Poets, American",2001.0,4.31,752.0,105.0
Laughable Loves,,Milan Kundera,Czech Republic,1999.0,3.87,287.0,14380.0
Herzog on Herzog,Conversations with Paul Cronin,Paul Cronin,Performing Arts,2003.0,4.44,352.0,1344.0
Collected Children's Stories,,Sylvia Plath,"Children's poetry, American",2001.0,4.22,54.0,111.0
The Wars,,Timothy Findley,Fiction,2001.0,3.87,218.0,6229.0
Famous Last Words,,Timothy Findley,Prisoners of war,2001.0,3.99,416.0,1348.0
Finders Keepers,"Selected Prose, 1971-2001",Seamus Heaney,Englisch - Geschichte - Lyrik - Aufsatzsammlung,2003.0,4.15,432.0,16.0
Fat Pig,A Play,Neil LaBute,Drama,2004.0,3.56,112.0,2312.0
A Beautiful Mind,,Sylvia Nasar,Mathematicians,2001.0,4.13,461.0,111633.0
The Greek Islands,,Lawrence Durrell,Biography & Autobiography,2002.0,3.9,332.0,21.0
Vernon God Little,A 21st Century Comedy in the Presence of Death,D. B. C. Pierre,Black humor (Literature),2004.0,3.59,279.0,23912.0
Finnegans Wake,,James Joyce,Dreams,1975.0,3.67,628.0,9596.0
Tales From Firozsha Baag (Ji),,Rohinton Mistry,Apartment houses,2002.0,3.93,250.0,78.0
The Kid Stays in the Picture,,Robert Evans,Motion picture actors and actresses,2004.0,3.91,462.0,2081.0
The Moth Diaries,,Rachel Klein,Boarding schools,2005.0,3.49,245.0,59.0
The Unbearable Lightness of Being,,Milan Kundera,Adultery,2004.0,4.09,320.0,233448.0
A Pale View of Hills,,Kazuo Ishiguro,Fiction,2005.0,3.73,183.0,11763.0
The Unconsoled,,Kazuo Ishiguro,Fiction,2005.0,3.53,535.0,7083.0
The Avignon Quintet,,Lawrence Durrell,"Short stories, English",2004.0,4.09,1376.0,285.0
City of Glass,,Paul Auster;Paul Karasik;David Mazzucchelli,City and town life,2005.0,3.92,144.0,993.0
Breakfast of Champions,,Anonymous,Science fiction,1984.0,4.0,106.0,15.0
Medea,,Robinson Jeffers,Greek drama (Tragedy),1976.0,4.2,130.0,99.0
Eric,,Terry Pratchett,Fantasy fiction,1990.0,3.75,126.0,179.0
Soul Music,,Terry Pratchett,Discworld (Imaginary place),1999.0,4.04,424.0,49067.0
The Last Hero,A Discworld Fable,Terry Pratchett,Discworld (Imaginary place),2001.0,4.17,160.0,790.0
The Man in the High Castle,,Philip K. Dick,Alternative histories (Fiction),2001.0,3.63,256.0,437.0
Worlds,,Joe Haldeman,Fiction,2002.0,3.51,240.0,39.0
Dark Lord of Derkholm,,Diana Wynne Jones,Fantasy fiction,2003.0,4.12,328.0,12369.0
Replay,,Ken Grimwood,Fantasy,2005.0,4.16,272.0,412.0
Grendel,,John Gardner,Beowulf,2004.0,3.69,144.0,221.0
The Hyperion Omnibus,,Dan Simmons,Fiction,2004.0,4.42,779.0,2490.0
A Scanner Darkly,,Philip K. Dick,Detective and mystery stories,2006.0,4.02,219.0,65288.0
Dark Visions,,Stephen King;George R. R. Martin;Dan Simmons,"Horror tales, American",2000.0,3.89,381.0,142.0
A Sudden Wild Magic,,Diana Wynne Jones,,1997.0,3.76,380.0,101.0
The Body,,Stephen King;Robin Waterfield,Friendship in adolescence,1999.0,4.26,80.0,27417.0
The Firm,,John Grisham,Fiction,1999.0,4.0,76.0,522946.0
Of Mice and Men,,John Steinbeck;Susan Shillinglaw,Cowboys,2000.0,3.86,160.0,2088.0
The Caves of Steel,,Isaac Asimov,Fiction,1993.0,4.16,206.0,59865.0
Banco,,Henri Charrière,Biography & Autobiography,1973.0,3.73,406.0,2148.0
A Darkness at Sethanon,,Raymond E. Feist,English fiction,1987.0,4.19,527.0,49946.0
Faerie Tale,,Raymond E. Feist,Fairy tales,1989.0,3.87,490.0,7700.0
2061,Odyssey Three,Arthur C. Clarke,Computers,1997.0,3.55,302.0,20216.0
Mistress of the Empire,,Raymond E. Feist;Janny Wurts,English fiction,1997.0,4.31,860.0,440.0
Servant of the Empire,,Raymond E. Feist;Janny Wurts,Fantasy,1990.0,4.29,827.0,22247.0
The Master of Whitestorm,,Janny Wurts,Fantasy fiction,1992.0,3.91,413.0,78.0
The Curse of the Mistwraith,,Janny Wurts,Fiction,2004.0,3.76,830.0,4528.0
Magician,,Raymond E. Feist,Adventure stories,1993.0,4.33,681.0,49332.0
The witches,,Roald Dahl,Juvenile Nonfiction,1997.0,4.17,208.0,254867.0
Common Ground,"The Water, Earth, and Air We Share",Molly Bang,Juvenile Nonfiction,1997.0,3.75,40.0,92.0
Expository Writing,,Tara McCarthy,Juvenile Nonfiction,1998.0,4.33,88.0,3.0
Scary stories 3,more tales to chill your bones,Alvin Schwartz,Folklore,1991.0,4.21,113.0,105.0
Descriptive Writing,,Tara McCarthy,Language Arts & Disciplines,1998.0,0.0,0.0,0.0
Persuasive Writing,,Tara McCarthy,Juvenile Nonfiction,1998.0,3.2,64.0,5.0
P.S. Longer Letter Later,,Paula Danziger,Friendship,1999.0,3.77,234.0,2650.0
How Much is that Guinea Pig in the Window?,,Joanne Rocklin,Contests,1995.0,4.12,48.0,24.0
"The lion, the witch and the wardrobe",,Clive Staples Lewis,Fantasy,1995.0,4.21,189.0,860.0
Something Fishy at Macdonald Hall,,Gordon Korman,Juvenile Fiction,2000.0,4.04,208.0,901.0
Run,,William Sleator,Detective and mystery stories,1973.0,3.07,137.0,53.0
Blind Flight,,Hilary Milton,Blind,1982.0,3.71,122.0,23.0
Trapped!,,Arthur Roth,Survival,1983.0,3.71,119.0,86.0
The Trolley Car Family,,Eleanor Clymer,Family life,1987.0,4.14,256.0,300.0
Mrs. Piggle-Wiggle's farm,,Betty MacDonald,Behavior,1987.0,4.16,128.0,63.0
Radio Fifth Grade,,Gordon Korman,Juvenile Fiction,1991.0,3.55,192.0,509.0
Avalanche,,Arthur Roth,Adult education,1989.0,3.65,144.0,260.0
Drina Dances Again,,Jean Estoril,Acting,1989.0,4.1,186.0,219.0
Blubberina,,Jahnna N. Malcolm,Ballet,1989.0,3.4,135.0,13.0
The Littles and the Lost Children,,John Peterson,Juvenile Fiction,1991.0,3.75,112.0,291.0
Vampires Don't Wear Polka Dots,,Debbie Dadey;Marcia Thornton Jones,Juvenile Fiction,1990.0,3.8,80.0,6834.0
Werewolves Don't Go to Summer Camp,,Debbie Dadey;Marcia Thornton Jones,Juvenile Fiction,1991.0,3.83,96.0,2119.0
Koko's Kitten,,Francine Patterson;Ronald H. Cohn,Juvenile Nonfiction,1987.0,4.3,32.0,944.0
The Stranger,,Caroline B. Cooney,Horror stories.,1993.0,3.55,198.0,55.0
The mystery of the missing cat,,Gertrude Chandler Warner,Cats,1994.0,3.8,119.0,3.0
These Happy Golden Years,,Laura Ingalls Wilder,Adventure stories,1953.0,4.19,289.0,297.0
On the Banks of Plum Creek,,Laura Ingalls Wilder,Family,1965.0,4.2,339.0,187.0
Babysitters Club,,Ann M. Martin,Juvenile Fiction,1995.0,3.85,0.0,5241.0
Mary Anne and the Little Princess,,Ann M. Martin,Juvenile Fiction,1996.0,3.58,142.0,15.0
"Good-bye Stacey, Good-bye",K,Ann M. Martin,English language,1988.0,3.65,132.0,2623.0
Angels Don't Know Karate,,Debbie Dadey;Marcia Thornton Jones,Juvenile Fiction,1996.0,3.8,67.0,727.0
The Littles and Their Amazing New Friend,,John Peterson,Juvenile Fiction,1999.0,3.92,112.0,181.0
The Meanest Thing to Say,,Bill Cosby;Varnette P. Honeywood,Juvenile Fiction,1997.0,3.53,40.0,956.0
The BFG,,Roald Dahl,Dreams,1982.0,4.22,207.0,99.0
Wanted!,,Caroline B. Cooney,Juvenile Fiction,1997.0,3.68,230.0,1924.0
The Illustrated A Brief History of Time,,Stephen W. Hawking,Cosmology,1996.0,4.16,259.0,307.0
A Brief History of Time,,Stephen Hawking,Cosmology,1998.0,4.16,241.0,222.0
Firedrake,,Richard A. Knaak,Fiction,2000.0,3.78,276.0,619.0
Vesco from Wall Street to Castro's Cuba,"The Rise, Fall, and Exile of the King of White Collar Crime",Arthur Herzog,BIOGRAPHY & AUTOBIOGRAPHY,2003.0,4.17,408.0,5.0
The Changeling,,Zilpha Keatley Snyder,Juvenile Fiction,2004.0,4.17,228.0,1155.0
High performance MySQL,"optimization, backups, replication and load balancing",Jeremy D. Zawodny;Derek J. Balling,Computers,2004.0,4.24,304.0,388.0
Hackers & Painters,Big Ideas from the Computer Age,Paul Graham,Computers,2004.0,4.06,272.0,6198.0
BSD Hacks,100 Industrial Tip & Tools,Dru Lavigne,Computers,2004.0,3.79,450.0,40.0
IMovie 4 & IDVD,The Missing Manual,David Pogue,Computers,2004.0,3.25,496.0,4.0
Ruby Cookbook,,Lucas Carlson;Leonard Richardson,Computers,2006.0,3.82,873.0,163.0
MySQL Cookbook,,Paul DuBois,Computers,2007.0,3.99,980.0,125.0
CSS Cookbook,,Christopher Schmitt,Computers,2006.0,3.88,516.0,161.0
The New Hite Report,The Revolutionary Report on Female Sexuality Updated,Shere Hite,Sexual behavior surveys,2000.0,3.76,667.0,22.0
One Hundred Years of Solitude,,Gabriel Garcia Marquez;Gregory Rabassa,Fiction,2006.0,4.06,417.0,18.0
The Barefoot Contessa Cookbook,Secrets from the Legendary Specialty Food Store for Simple Food and Party Platters You Can Make at Home,Ina Garten,Cooking,1999.0,4.15,256.0,27422.0
Execution,The Discipline of Getting Things Done,Larry Bossidy;Ram Charan;Charles Burck,Business & Economics,2002.0,3.86,278.0,21120.0
Full House,The Spread of Excellence from Plato to Darwin,Stephen Jay Gould,Science,1997.0,3.95,256.0,1604.0
Awakening Intuition,Using Your Mind-Body Network for Insight and Healing,Mona Lisa Schulz,Health & Fitness,1999.0,3.92,397.0,304.0
Dispatches from the Tenth Circle,The Best of The Onion,Robert Siegel,Humor,2001.0,4.2,174.0,3443.0
Theater Shoes,,Noel Streatfeild,Juvenile Fiction,1994.0,4.02,252.0,82.0
The Princess Diaries,,Meg Cabot,Juvenile Fiction,2001.0,3.78,283.0,210665.0
Laura Ingalls Wilder Country,The People And Places in Laura Ingalls Wilder's Life,"William Anderson;William T Anderson, Ed.",History,1990.0,4.23,120.0,463.0
East of Eden,,John Steinbeck,Fiction,1992.0,4.37,602.0,34.0
The Two Towers,Being the Second Part of The Lord of the Rings,John Ronald Reuel Tolkien,Fiction,1994.0,4.44,328.0,7687.0
Farmer Giles of Ham,"The Rise and Wonderful Adventures of Farmer Giles, Lord of Tame, Count of Worminghall, and King of the Little Kingdom",John Ronald Reuel Tolkien,Fiction,1999.0,3.84,127.0,5221.0
The ring sets out,,John Ronald Reuel Tolkien,"Baggins, Frodo (Fictitious character)",1994.0,4.31,283.0,992.0
Unweaving the Rainbow,"Science, Delusion and the Appetite for Wonder",Richard Dawkins,Science,2000.0,4.02,352.0,9168.0
